index,title,title_orig,price,retail_price,currency_buyer,units_sold,rating,additional_information,product_color,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,inventory_total_start,origin_country,merchant_title,merchant_name,merchant_info_subtitle,merchant_id,merchant_has_profile_picture,product_url,product_picture,product_id,ratings_over_three,ratings_below_three,inventory_total_end,origin_country_id,profile_id,shipping_id
0,2020 Summer Vintage Flamingo Print  Pajamas Set Casual Loose T Shirt Top And Elastic Shorts Women Sleepwear Night Wear Loungewear Sets,2020 Summer Vintage Flamingo Print  Pajamas Set Casual Loose T Shirt Top And Elastic Shorts Women Sleepwear Night Wear Loungewear Sets,16.0,14,EUR,100,3.76,"Summer,Fashion,womenunderwearsuit,printedpajamasset,womencasualshort,Women's Fashion,flamingo,loungewearset,Casual,Shirt,casualsleepwear,Shorts,flamingotshirt,Elastic,Vintage,Tops,tshirtandshortsset,Women,Sleepwear,Print,womenpajamasset,womennightwear,Pajamas,womensleepwearset",white,50,Standard shipping,4,34,1100.0,CN,zgrdejia,zgrdejia,No feedback available,595097d6a26f6e070cb878d1,0,https://www.wish.com/c/5e9ae51d43d6a96e303acdb0,https://contestimg.wish.com/api/webimage/5e9ae51d43d6a96e303acdb0-medium.jpg,5e9ae51d43d6a96e303acdb0,62.96296296296296,18.518518518518515,1000.0,2,534,2
1,SSHOUSE Summer Casual Sleeveless Soirée Party Soirée sans manches Vêtements de plage sexy Mini robe femme wshC1612242400387A21,Women's Casual Summer Sleeveless Sexy Mini Dress,8.0,22,EUR,20000,3.45,"Mini,womens dresses,Summer,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,50,Standard shipping,2,41,21000.0,CN,SaraHouse,sarahouse,"83 % Positive Feedback (17,752 ratings)",56458aa03a698c35c9050988,0,https://www.wish.com/c/58940d436a0d3d5da4e95a38,https://contestimg.wish.com/api/webimage/58940d436a0d3d5da4e95a38-medium.jpg,58940d436a0d3d5da4e95a38,53.72453137734311,28.052159739201308,1000.0,2,144,2
2,2020 Nouvelle Arrivée Femmes Printemps et Été Plage Porter Longue Mince Cardigan Ouvert Avant Kimono Vert Feuille Imprimé En Mousseline de Soie Cardigan S-5XL,2020 New Arrival Women Spring and Summer Beach Wear Long Thin Cardigan Open Front Kimono Green Leaf Printed Chiffon Cardigan S-5XL,8.0,43,EUR,100,3.57,"Summer,cardigan,women beachwear,chiffon,Sexy women,Coat,summercardigan,openfront,short sleeves,Swimsuit,Women's Fashion,leaf,Green,printed,Spring,longcardigan,Women,Beach,kimono",leopardprint,1,Standard shipping,3,36,1100.0,CN,hxt520,hxt520,86 % Positive Feedback (295 ratings),5d464a1ffdf7bc44ee933c65,0,https://www.wish.com/c/5ea10e2c617580260d55310a,https://contestimg.wish.com/api/webimage/5ea10e2c617580260d55310a-medium.jpg,5ea10e2c617580260d55310a,64.28571428571428,21.428571428571427,1000.0,2,809,2
3,Hot Summer Cool T-shirt pour les femmes Mode Tops Abeille Lettres imprimées Manches courtes O Neck Coton T-shirts Tops Tee Vêtements,Hot Summer Cool T Shirt for Women Fashion Tops Bee Printed Letters Short Sleeve O Neck Cotton T-shirts Tops Tee Clothing,8.0,8,EUR,5000,4.03,"Summer,Shorts,Cotton,Cotton T Shirt,Sleeve,printedletterstop,Clothing,Tops,Necks,short sleeves,Women's Fashion,Women Clothing,printed,Women,tshirtforwomen,Fashion,T Shirts,Shirt",black,50,Standard shipping,2,41,6000.0,CN,allenfan,allenfan,No feedback available,58cfdefdacb37b556efdff7c,0,https://www.wish.com/c/5cedf17ad1d44c52c59e4aca,https://contestimg.wish.com/api/webimage/5cedf17ad1d44c52c59e4aca-medium.jpg,5cedf17ad1d44c52c59e4aca,71.50259067357513,13.471502590673573,1000.0,2,466,2
4,"Femmes Shorts d'été à lacets taille élastique lâche mince pantalon décontracté, plus la taille S-8XL",Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,2.72,3,EUR,100,3.1,"Summer,Plus Size,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Shorts,Lace Up,Elastic,Casual,Women",yellow,1,Standard shipping,1,35,1100.0,CN,youngpeopleshop,happyhorses,"85 % Positive Feedback (14,482 ratings)",5ab3b592c3911a095ad5dadb,0,https://www.wish.com/c/5ebf5819ebac372b070b0e70,https://contestimg.wish.com/api/webimage/5ebf5819ebac372b070b0e70-medium.jpg,5ebf5819ebac372b070b0e70,50.0,40.0,1000.0,2,641,2
5,Plus la taille d'été femmes décontracté sans manches barboteuses combinaisons combinaison de couleur unie jarretelles pantalons lâche salopette,Plus Size Summer Women Casual Sleeveless Rompers Jumpsuits Solid Color Suspender Ttrousers Loose Overalls,3.92,9,EUR,10,5.0,"Deep V-Neck,Summer,Plus Size,Spaghetti Strap,Overalls,Women's Fashion,sleeveless,Women,Casual,jumpsuit",navyblue,1,Standard shipping,1,40,1010.0,CN,zhoulinglinga,zhoulinglinga,75 % Positive Feedback (65 ratings),5e4b9c3801ba9d210036fc5a,0,https://www.wish.com/c/5ec645bafd107a02279c8c54,https://contestimg.wish.com/api/webimage/5ec645bafd107a02279c8c54-medium.jpg,5ec645bafd107a02279c8c54,100.0,0.0,1000.0,2,896,2
6,Women Fashion Loose Lace Blouse Blouse V Neck Bat Sleeves T Shirt Hollow Out Tops Plus Grande Taille XS-8XL,Women Fashion Loose Lace Blouse V Neck Bat Sleeves T Shirt Hollow Out Tops Plus Size XS-8XL,7.0,6,EUR,50000,3.84,"blouse,Women,lace t shirt,summer t-shirts,Lace,Sleeve,Women Blouse,loose shirt,Short Sleeve Blouses,Pure Color,Womens Blouse,Bat,lace shirts,Necks,Women's Fashion,Plus Size,loose t-shirt,Short Sleeve T-Shirt,Fashion,Tops,Shirt",white,50,Standard shipping,2,31,51000.0,CN,Unique Li Fashion Shop,uniquelifashionshopbb657bfe91d211e598c7063a14dc88b5,"86 % Positive Feedback (10,194 ratings)",5652f4053a698c76dc9a3f37,1,https://www.wish.com/c/5c63a337d5e2ce4bbb3152cf,https://contestimg.wish.com/api/webimage/5c63a337d5e2ce4bbb3152cf-medium.jpg,5c63a337d5e2ce4bbb3152cf,67.10175022248592,18.495995253633936,1000.0,2,152,2
7,Robe tunique ample femme Robe d'été Robe en jean Robe chemise en jean Robe droite,Women's Baggy Tunic Dress Summer Dress Denim Dress Denim Shirt Dress Shift Dress,12.0,11,EUR,1000,3.76,"Jeans,Fashion,tunic,Shirt,Summer,Dress,Denim,summer dress,denimjeansdres,short sleeves,casual dresses,Women's Fashion,Tunic dress,minishirtdres,Lines,mididre",blue,50,Standard shipping,3,139,2000.0,CN,So Band,soband,No feedback available,5d45349676befe65691dcfbb,0,https://www.wish.com/c/5e0ae5ebc2efb76ccf0a3391,https://contestimg.wish.com/api/webimage/5e0ae5ebc2efb76ccf0a3391-medium.jpg,5e0ae5ebc2efb76ccf0a3391,61.53846153846154,17.132867132867133,1000.0,2,805,2
8,Robe d'été décontractée à manches courtes pour femmes,Women's Summer Casual Dress Fashion Short Sleeve Slim Dress,11.0,84,EUR,100,3.47,"slim dress,summer dress,womenshortsleevedre,Sleeve,Summer,Dress,slim,short sleeves,Women's Fashion,Shorts,boho dress,slimfitdre,Fashion,Casual",black,50,Standard shipping,2,36,1100.0,CN,chenxiangjunjun,chenxiangjunjun,82 % Positive Feedback (330 ratings),5d42980e8388970d32294ddc,0,https://www.wish.com/c/5e6f1fb7fe4a5bb4b8bf36e5,https://contestimg.wish.com/api/webimage/5e6f1fb7fe4a5bb4b8bf36e5-medium.jpg,5e6f1fb7fe4a5bb4b8bf36e5,53.333333333333336,26.666666666666668,1000.0,2,799,2
9,"Femmes d'été, plus la taille décontractée lâche col en V à manches courtes imprimé floral Blouse Tops",Summer Women Plus Size Casual Loose V Neck Short Sleeve Floral Printed Blouse Tops,5.78,22,EUR,5000,3.6,"blouse,Summer,Plus Size,Floral print,Necks,Sleeve,summer shirt,Loose,short sleeves,Casual,T Shirts,Shorts,Fashion,Floral,Women,Women's Fashion,Tops,printed",beige,50,Standard shipping,2,33,6000.0,CN,Luowei clothe,luoweiclothe,"85 % Positive Feedback (5,534 ratings)",5ba2251b4315d12ebce873fa,0,https://www.wish.com/c/5ccfaf238a8d535cec2dfb47,https://contestimg.wish.com/api/webimage/5ccfaf238a8d535cec2dfb47-medium.jpg,5ccfaf238a8d535cec2dfb47,60.40756914119359,26.200873362445414,1000.0,2,760,2
